40.008304,116.31987
40.008413,116.31996
40.007171,116.31945
40.007209,116.31948
40.007287,116.31959
40.007366,116.31972
40.007429,116.31987
40.007499,116.32001
40.007514,116.32016
40.007578,116.32017
40.007694,116.32021
40.007739,116.32035
40.007834,116.32054
40.007907,116.32070
40.007941,116.32086
40.007989,116.32098
40.008131,116.32104
40.008316,116.32111
40.008486,116.32115
40.00861,116.321191
40.008716,116.32125
40.008816,116.32130
40.008875,116.32134
40.008912,116.32136
40.008912,116.32136
40.008915,116.32136
40.008921,116.32137
40.008931,116.32138
40.00894,116.321394
40.008948,116.32140
40.008951,116.32140
40.008951,116.32140
40.008951,116.32140
40.008946,116.32143
40.008954,116.32150
40.008943,116.32155
40.008924,116.32159
40.008968,116.32151
40.008999,116.32146
40.009019,116.32143
40.009052,116.32139
40.009085,116.32135
40.009086,116.32134
40.009086,116.32134
40.009089,116.32134
40.009089,116.32134
40.009089,116.32134
40.009088,116.32134
40.009087,116.32134
40.009088,116.32134
40.009089,116.32134
40.00909,116.321341
40.009088,116.32134
40.009086,116.32134
40.009084,116.32134
40.009084,116.32134
40.009077,116.32135
40.009055,116.32138
40.009001,116.32146
40.008971,116.32151
40.008923,116.32158
40.008859,116.32170
40.008809,116.32179
40.008779,116.32186
40.008755,116.32189
40.008755,116.32191
40.008739,116.32194
40.008727,116.32197
40.008708,116.32199
40.0087,116.322015
40.008951,116.32205
40.008965,116.32210
40.009025,116.32213
40.009199,116.32221
40.009279,116.32225
40.009314,116.32233
40.0093,116.322406
40.009231,116.32245
40.009094,116.32248
40.008968,116.32243
40.008905,116.32239
40.008845,116.32238
40.008764,116.32237
40.008735,116.32240
40.008735,116.32240
40.008727,116.3224
40.008697,116.32242
40.008694,116.32243
40.008694,116.32243
40.008697,116.32243
40.008697,116.32243
40.008695,116.32243
40.008685,116.32242
40.008649,116.32245
40.008633,116.32246
40.008633,116.32246
40.008634,116.32246
40.008644,116.32246
40.008643,116.32246
40.008644,116.32246
40.008644,116.32246
40.008644,116.32246
40.00865,116.322455
40.008678,116.32247
40.008707,116.32249
40.008734,116.32249
40.008742,116.32246
40.008729,116.32243
40.008726,116.32243
40.008726,116.32243
40.00872,116.322439
40.008703,116.32243
40.008686,116.32244
40.008679,116.32245
40.008679,116.32246
40.008679,116.32247
40.008676,116.32248
40.008676,116.32248
40.008671,116.32248
40.008665,116.32249
40.008673,116.32248
40.008693,116.32246
40.008725,116.32242
40.008725,116.32242
40.008732,116.32241
40.008736,116.32239
40.008723,116.32238
40.008718,116.32238
40.008718,116.32238
40.008719,116.32238
40.008714,116.32238
40.008712,116.32238
40.008711,116.32238
40.008711,116.32238
40.008714,116.32238
40.008715,116.32239
40.00871,116.3224
40.00871,116.3224
40.008712,116.32240
40.008722,116.32241
40.008723,116.32242
40.00873,116.322421
40.00873,116.322421
40.008735,116.32241
40.008749,116.32242
40.008757,116.32245
40.008791,116.32243
40.0088,116.322416
40.008807,116.32238
40.008813,116.32237
40.008807,116.32237
40.008804,116.32237
40.008801,116.32238
40.0088,116.322383
40.0088,116.322383
40.008805,116.32238
40.008806,116.32241
40.008809,116.32241
40.008803,116.32240
40.008803,116.32240
40.008802,116.32240
40.008772,116.32241
40.008773,116.32241
40.008763,116.32240
40.008763,116.32240
40.008764,116.32241
40.008768,116.32239
40.008765,116.32239
40.008765,116.32239
40.008768,116.32239
40.008742,116.32230
40.008722,116.32229
40.008715,116.32226
40.008702,116.32222
40.008692,116.32219
40.008671,116.32216
40.008963,116.32299
40.008716,116.32225
40.008829,116.32225
40.008745,116.32217
40.00871,116.322158
40.008768,116.32221
40.008795,116.32231
40.008818,116.32235
40.008851,116.32236
40.008821,116.32243
40.008907,116.32251
40.008927,116.32248
40.00892,116.322484
40.008919,116.32248
40.008919,116.32248
40.008927,116.32248
40.008946,116.32249
40.008953,116.3225
40.008947,116.32249
40.008942,116.32249
40.008943,116.32249
40.008946,116.32249
40.008951,116.32249
40.008956,116.32249
40.00896,116.322492
40.008963,116.32249
40.008964,116.32249
40.008967,116.32249
40.008972,116.32249
40.008977,116.32249
40.008981,116.32249
40.008982,116.32249
40.008987,116.32248
40.008993,116.32248
40.008998,116.32248
40.009001,116.32249
40.009001,116.32249
40.009005,116.32249
40.009001,116.32250
40.009001,116.32250
40.009007,116.32250
40.009053,116.32247
40.009112,116.32245
40.009211,116.32240
40.009311,116.32235
40.009415,116.32234
40.009464,116.32231
40.009424,116.32224
40.009403,116.32218
40.009329,116.32215
40.009298,116.32208
40.009256,116.32205
40.009191,116.32200
40.009162,116.32196
40.009167,116.32194
40.009144,116.32188
40.009108,116.32179
40.009038,116.32171
40.00893,116.321666
40.008848,116.32164
40.008809,116.32161
40.008773,116.32157
40.008725,116.32158
40.00871,116.321586
40.009134,116.32121
40.009199,116.32111
40.009215,116.32115
40.009209,116.32116
40.009305,16.38573
39.906408,116.38581
39.906393,116.38588
39.906413,116.38592
39.906424,116.38597
39.906427,116.38604
39.906429,116.38610
39.906411,116.38616
39.9064,116.386229
39.906408,116.38630
39.906418,116.38638
39.906421,116.38642
39.906421,116.38648
39.90642,116.386547
39.906436,116.38665
39.906428,116.38677
39.906406,116.38689
39.906417,116.38694
39.906422,116.38700
39.906431,116.38707
39.906426,116.38710
39.906417,116.38718
39.906412,116.38723
39.906412,116.38730
39.906413,116.38738
39.90641,116.387468
39.906406,116.38753
39.906415,116.38760
39.906397,116.38767
39.906396,116.38771
39.906412,116.38777
39.906427,116.38782
39.90642,116.387902
39.906432,116.38792
39.906447,116.38799
39.906449,116.38806
39.906453,116.38808
39.906463,116.38816
39.90647,116.388208
39.906481,116.38825
39.90648,116.388301
39.906479,116.38835
39.90648,116.388409
39.906492,116.38843
39.906488,116.38850
39.906502,116.38854
39.906488,116.38861
39.906493,116.38867
39.906478,116.38872
39.906479,116.38875
39.90651,116.388821
39.906513,116.38887
39.906516,116.38892
39.906504,116.38900
39.906505,116.38911
39.906521,116.38918
39.906515,116.38927
39.906503,116.38935
39.906508,116.38942
39.906508,116.38948
39.906507,116.38953
39.906508,116.38961
39.906525,116.38969
39.906535,116.38973
39.906523,116.3898
39.906548,116.38982
39.906549,116.38991
39.906575,116.38997
39.906572,116.39004
39.906577,116.39008
39.906566,116.39015
39.906563,116.39018
39.906567,116.39023
39.906561,116.39029
39.906552,116.39038
39.906543,116.39044
39.906548,116.39052
39.906545,116.39058
39.906541,116.39065
39.906554,116.39070
39.90654,116.390729
39.90654,116.390729
39.906542,116.39073
39.906551,116.39075
39.906552,116.39074
39.906552,116.39074
39.906557,116.39074
39.906564,116.39075
39.906558,116.39078
39.906541,116.39081
39.906553,116.39087
39.906545,116.39094
39.906543,116.39100
39.906549,116.39106
39.906542,116.39114
39.906515,116.39120
39.906517,116.39127
39.906523,116.39132
39.906533,116.39141
39.906551,116.39145
39.906553,116.39152
39.90658,116.391564
39.906585,116.39162
39.906558,116.39168
39.906517,116.39175
39.906512,116.39179
39.906511,116.39188
39.906509,116.39194
39.906511,116.39199
39.906522,116.39206
